date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
7/09,6176,台新,0039004200300030,33,9,24,0.64,10,buy,2026-07-09
7/09,6176,國泰-高雄,8881,12,33,-21,0.56,10,sell,2026-07-09
7/09,6176,法銀巴黎,8900,21,0,21,0.56,11,buy,2026-07-09
7/09,6176,大昌-安康,6462,0,20,-20,0.53,11,sell,2026-07-09
7/09,6176,第一金-路竹,0035003300380050,20,5,15,0.4,12,buy,2026-07-09
7/09,6176,富邦-和美,0039003600310050,0,16,-16,0.43,12,sell,2026-07-09
7/09,6176,新光-台中,8561,15,2,13,0.35,13,buy,2026-07-09
7/09,6176,新光,8560,17,32,-15,0.4,13,sell,2026-07-09
7/09,6176,台新-西松,003900420032006e,12,0,12,0.32,14,buy,2026-07-09
7/09,6176,凱基-永康,9278,0,14,-14,0.37,14,sell,2026-07-09
7/09,6176,康和-台南,8458,11,0,11,0.29,15,buy,2026-07-09
7/09,6176,富邦-羅東,9634,0,12,-12,0.32,15,sell,2026-07-09
7/09,3036,美林,1440,347,1,346,8.2,1,buy,2026-07-09
7/09,3036,美商高盛,1480,422,958,-536,12.7,1,sell,2026-07-09
7/09,3036,摩根大通,8440,355,81,274,6.49,2,buy,2026-07-09
7/09,3036,新加坡商瑞銀,1650,87,473,-386,9.14,2,sell,2026-07-09
7/09,3036,台灣摩根士丹利,1470,302,149,153,3.62,3,buy,2026-07-09
7/09,3036,華南永昌-麻豆,9308,3,243,-240,5.69,3,sell,2026-07-09
7/09,3036,元大-中崙,9813,150,0,150,3.55,4,buy,2026-07-09
7/09,3036,凱基-台北,9268,200,337,-137,3.25,4,sell,2026-07-09
7/09,3036,凱基,9200,150,16,134,3.17,5,buy,2026-07-09
7/09,3036,富邦-宜蘭,9686,1,132,-131,3.1,5,sell,2026-07-09
7/09,3036,元大證券,9800,279,232,47,1.11,6,buy,2026-07-09
7/09,3036,華南永昌-台中,9302,1,120,-119,2.82,6,sell,2026-07-09
7/09,3036,中國信託-忠孝,6162,43,2,41,0.97,7,buy,2026-07-09
7/09,3036,群益金鼎-台中,9184,0,36,-36,0.85,7,sell,2026-07-09
7/09,3036,富邦-永和,9654,35,1,34,0.81,8,buy,2026-07-09
7/09,3036,凱基-三重,9205,0,33,-33,0.78,8,sell,2026-07-09
7/09,3036,合庫-三重,0031003000320047,30,0,30,0.71,9,buy,2026-07-09
7/09,3036,法銀巴黎,8900,0,25,-25,0.59,9,sell,2026-07-09
7/09,3036,元大-敦化,9833,30,0,30,0.71,10,buy,2026-07-09
7/09,3036,富邦-新店,9661,4,28,-24,0.57,10,sell,2026-07-09
7/09,3036,港商野村,1560,69,39,30,0.71,11,buy,2026-07-09
7/09,3036,華南永昌-忠孝,9325,0,20,-20,0.47,11,sell,2026-07-09
7/09,3036,國泰-館前,0038003800380041,38,10,28,0.66,12,buy,2026-07-09
7/09,3036,凱基-大里,0039003200300057,6,25,-19,0.45,12,sell,2026-07-09
7/09,3036,元大-天母,0039003800310049,29,1,28,0.66,13,buy,2026-07-09
7/09,3036,凱基-城中,9227,0,19,-19,0.45,13,sell,2026-07-09
7/09,3036,群益金鼎,9100,50,23,27,0.64,14,buy,2026-07-09
7/09,3036,富邦-苗栗,9657,0,19,-19,0.45,14,sell,2026-07-09
7/09,3036,永豐金證券,0039004100300030,61,35,26,0.62,15,buy,2026-07-09
7/09,3036,新百王,6210,7,25,-18,0.43,15,sell,2026-07-09
7/09,1319,法銀巴黎,8900,203,3,200,8.81,1,buy,2026-07-09
7/09,1319,台新,0039004200300030,6,416,-410,18.05,1,sell,2026-07-09
7/09,1319,凱基-城中,9227,107,1,106,4.67,2,buy,2026-07-09
7/09,1319,台灣摩根士丹利,1470,204,422,-218,9.6,2,sell,2026-07-09
7/09,1319,永豐金證券,0039004100300030,126,21,105,4.62,3,buy,2026-07-09
7/09,1319,群益金鼎,9100,25,201,-176,7.75,3,sell,2026-07-09
7/09,1319,美商高盛,1480,181,118,63,2.77,4,buy,2026-07-09
7/09,1319,新加坡商瑞銀,1650,1,105,-104,4.58,4,sell,2026-07-09
7/09,1319,元大-新竹,9816,61,0,61,2.69,5,buy,2026-07-09
7/09,1319,摩根大通,8440,74,134,-60,2.64,5,sell,2026-07-09
7/09,1319,台新-大裕,003900420032006c,50,0,50,2.2,6,buy,2026-07-09
7/09,1319,凱基-大直,9218,0,57,-57,2.51,6,sell,2026-07-09
7/09,1319,元大證券,9800,68,23,45,1.98,7,buy,2026-07-09
7/09,1319,中國信託-嘉義,6168,0,56,-56,2.47,7,sell,2026-07-09
7/09,1319,日進,5660,36,0,36,1.59,8,buy,2026-07-09
7/09,1319,美林,1440,5,42,-37,1.63,8,sell,2026-07-09
7/09,1319,凱基-台北,9268,102,69,33,1.45,9,buy,2026-07-09
7/09,1319,富邦-公益,0039003600310046,4,34,-30,1.32,9,sell,2026-07-09
7/09,1319,永豐金-匯立,0039004100380031,26,0,26,1.14,10,buy,2026-07-09
7/09,1319,統一-屏東,5859,0,25,-25,1.1,10,sell,2026-07-09
7/09,1319,元大-路竹,0039003800310043,22,0,22,0.97,11,buy,2026-07-09
7/09,1319,康和,8450,0,20,-20,0.88,11,sell,2026-07-09
7/09,1319,玉山-城中,0038003800340045,20,0,20,0.88,12,buy,2026-07-09
7/09,1319,元大-大灣,9815,0,15,-15,0.66,12,sell,2026-07-09
7/09,1319,國泰-敦南,8888,21,3,18,0.79,13,buy,2026-07-09
7/09,1319,富邦-永康,003900360031005a,0,10,-10,0.44,13,sell,2026-07-09
7/09,1319,富邦-陽明,9604,16,0,16,0.7,14,buy,2026-07-09
7/09,1319,富邦-內湖,9627,0,10,-10,0.44,14,sell,2026-07-09
7/09,1319,兆豐-民生,0037003000300063,15,0,15,0.66,15,buy,2026-07-09
7/09,1319,玉山-嘉義,8848,15,24,-9,0.4,15,sell,2026-07-09
7/09,4938,元大證券,9800,645,80,565,9.85,1,buy,2026-07-09
7/09,4938,港商野村,1560,19,1601,-1582,27.59,1,sell,2026-07-09
7/09,4938,美商高盛,1480,742,280,462,8.06,2,buy,2026-07-09
7/09,4938,台灣摩根士丹利,1470,437,769,-332,5.79,2,sell,2026-07-09
7/09,4938,永豐金-匯立,0039004100380031,362,0,362,6.31,3,buy,2026-07-09
7/09,4938,富邦證券,9600,7,231,-224,3.91,3,sell,2026-07-09
7/09,4938,美林,1440,432,122,310,5.41,4,buy,2026-07-09
7/09,4938,香港上海匯豐,8960,1,151,-150,2.62,4,sell,2026-07-09
7/09,4938,摩根大通,8440,431,223,208,3.63,5,buy,2026-07-09
7/09,4938,凱基-東港,9212,1,151,-150,2.62,5,sell,2026-07-09
7/09,4938,永豐金證券,0039004100300030,161,3,158,2.76,6,buy,2026-07-09
7/09,4938,新百王,6210,1,39,-38,0.66,6,sell,2026-07-09
7/09,4938,花旗環球,1590,179,52,127,2.21,7,buy,2026-07-09
7/09,4938,國泰-台中,8882,5,43,-38,0.66,7,sell,2026-07-09
7/09,4938,新加坡商瑞銀,1650,235,136,99,1.73,8,buy,2026-07-09
7/09,4938,國泰證券,8880,0,33,-33,0.58,8,sell,2026-07-09
7/09,4938,凱基-台北,9268,313,216,97,1.69,9,buy,2026-07-09
7/09,4938,元大-太平,0039003800310051,0,30,-30,0.52,9,sell,2026-07-09
7/09,4938,台新,0039004200300030,67,7,60,1.05,10,buy,2026-07-09
7/09,4938,元大-苑裡,0039003800390061,3,32,-29,0.51,10,sell,2026-07-09
7/09,4938,永豐金-市政,0039004100390057,51,6,45,0.78,11,buy,2026-07-09
7/09,4938,永豐金-桃園,0039004100390078,32,56,-24,0.42,11,sell,2026-07-09
7/09,4938,富邦-三重,9677,44,1,43,0.75,12,buy,2026-07-09
7/09,4938,永豐金-屏東,0039004100360039,0,22,-22,0.38,12,sell,2026-07-09
7/09,4938,國票-中港,003700370039006d,36,0,36,0.63,13,buy,2026-07-09
7/09,4938,凱基,9200,0,21,-21,0.37,13,sell,2026-07-09
7/09,4938,中國信託,6160,25,1,24,0.42,14,buy,2026-07-09
7/09,4938,元大-鹿港,0039003800390053,0,20,-20,0.35,14,sell,2026-07-09
7/09,4938,美好,5260,20,0,20,0.35,15,buy,2026-07-09
7/09,4938,統一,5850,1,19,-18,0.31,15,sell,2026-07-09
7/09,2006,美商高盛,1480,873,88,785,23.82,1,buy,2026-07-09
7/09,2006,統一,5850,3,880,-877,26.61,1,sell,2026-07-09
7/09,2006,凱基-台北,9268,433,116,317,9.62,2,buy,2026-07-09
7/09,2006,摩根大通,8440,44,233,-189,5.73,2,sell,2026-07-09
7/09,2006,台灣摩根士丹利,1470,567,282,285,8.65,3,buy,2026-07-09
7/09,2006,元大-蘆洲,9857,0,102,-102,3.09,3,sell,2026-07-09
7/09,2006,元大證券,9800,312,40,272,8.25,4,buy,2026-07-09
7/09,2006,國泰證券,8880,0,94,-94,2.85,4,sell,2026-07-09
7/09,2006,永豐金證券,0039004100300030,265,10,255,7.74,5,buy,2026-07-09
7/09,2006,高橋-龍潭,5321,0,40,-40,1.21,5,sell,2026-07-09
7/09,2006,美林,1440,213,10,203,6.16,6,buy,2026-07-09
7/09,2006,富邦-頭份,0039003600320050,0,32,-32,0.97,6,sell,2026-07-09
7/09,2006,元大-成功,003900380039004c,31,0,31,0.94,7,buy,2026-07-09
7/09,2006,群益金鼎-永和,003900310038004a,1,30,-29,0.88,7,sell,2026-07-09
7/09,2006,凱基-站前,0039003200300046,20,5,15,0.46,8,buy,2026-07-09
7/09,2006,華南永昌-台中,9302,0,22,-22,0.67,8,sell,2026-07-09
7/09,2006,統一-新竹,5857,11,0,11,0.33,9,buy,2026-07-09
7/09,2006,合庫-西台中,0031003000320046,0,20,-20,0.61,9,sell,2026-07-09
7/09,2006,第一金-新興,0035003300380041,10,0,10,0.3,10,buy,2026-07-09
7/09,2006,元大-永春,9852,0,20,-20,0.61,10,sell,2026-07-09
7/09,2006,新加坡商瑞銀,1650,221,212,9,0.27,11,buy,2026-07-09
7/09,2006,富邦-南港,0039003600320041,2,20,-18,0.55,11,sell,2026-07-09
7/09,2006,國票證券,7790,9,0,9,0.27,12,buy,2026-07-09
7/09,2006,兆豐-三民,0037003000300068,0,15,-15,0.46,12,sell,2026-07-09
7/09,2006,中國信託-新竹,6165,7,0,7,0.21,13,buy,2026-07-09
7/09,2006,合庫-自強,0031003000320043,0,14,-14,0.42,13,sell,2026-07-09
7/09,2006,玉山-板橋,8846,7,1,6,0.18,14,buy,2026-07-09
7/09,2006,元大-崇德,0039003800310053,0,14,-14,0.42,14,sell,2026-07-09
7/09,2006,國票-彰化,0037003700390057,6,0,6,0.18,15,buy,2026-07-09
7/09,2006,群益金鼎-東門,0039003100380044,0,13,-13,0.39,15,sell,2026-07-09
7/09,9907,華南永昌-南京,9326,400,0,400,16.31,1,buy,2026-07-09
7/09,9907,統一,5850,6,381,-375,15.29,1,sell,2026-07-09
7/09,9907,新加坡商瑞銀,1650,101,23,78,3.18,2,buy,2026-07-09
7/09,9907,摩根大通,8440,41,355,-314,12.81,2,sell,2026-07-09
7/09,9907,永豐金-中正,0039004100390055,75,0,75,3.06,3,buy,2026-07-09
7/09,9907,國票-敦北法人,0037003700390063,0,250,-250,10.2,3,sell,2026-07-09
7/09,9907,國票-台南,0037003700390044,76,2,74,3.02,4,buy,2026-07-09
7/09,9907,美商高盛,1480,54,292,-238,9.71,4,sell,2026-07-09
7/09,9907,臺銀-民權,1043,72,0,72,2.94,5,buy,2026-07-09
7/09,9907,美林,1440,80,301,-221,9.01,5,sell,2026-07-09
7/09,9907,高橋,5320,84,18,66,2.69,6,buy,2026-07-09
7/09,9907,凱基-中壢,9285,0,80,-80,3.26,6,sell,2026-07-09
7/09,9907,台新,0039004200300030,50,0,50,2.04,7,buy,2026-07-09
7/09,9907,台新-屏東,003900420031006e,0,40,-40,1.63,7,sell,2026-07-09
7/09,9907,元大-台南,9896,40,0,40,1.63,8,buy,2026-07-09
7/09,9907,群益金鼎,9100,0,33,-33,1.35,8,sell,2026-07-09
7/09,9907,國泰-敦南,8888,36,4,32,1.31,9,buy,2026-07-09
7/09,9907,台灣摩根士丹利,1470,102,135,-33,1.35,9,sell,2026-07-09
7/09,9907,合庫-嘉義,1024,30,0,30,1.22,10,buy,2026-07-09
7/09,9907,台灣企銀-台南,1112,0,30,-30,1.22,10,sell,2026-07-09
7/09,9907,統一-新台中,0035003800350044,30,2,28,1.14,11,buy,2026-07-09
7/09,9907,元大-大灣,9815,0,26,-26,1.06,11,sell,2026-07-09
7/09,9907,群益金鼎-桃園,9189,28,0,28,1.14,12,buy,2026-07-09
7/09,9907,兆豐-來福,0037003000300043,1,25,-24,0.98,12,sell,2026-07-09
7/09,9907,凱基-台北,9268,90,62,28,1.14,13,buy,2026-07-09
7/09,9907,台新-建北,0039004200310038,0,21,-21,0.86,13,sell,2026-07-09
7/09,9907,華南永昌-高雄,9303,26,0,26,1.06,14,buy,2026-07-09
7/09,9907,元大-台中中港,0039003800390042,0,15,-15,0.61,14,sell,2026-07-09
7/09,9907,新光,8560,22,0,22,0.9,15,buy,2026-07-09
7/09,9907,元大-鳳中,0039003800350043,0,14,-14,0.57,15,sell,2026-07-09
7/09,6147,凱基-台北,9268,4050,2233,1817,4.29,1,buy,2026-07-09
7/09,6147,永豐金證券,0039004100300030,163,2372,-2209,5.21,1,sell,2026-07-09
7/09,6147,凱基-城中,9227,1211,12,1199,2.83,2,buy,2026-07-09
7/09,6147,國泰證券,8880,23,1071,-1048,2.47,2,sell,2026-07-09
7/09,6147,統一-城中,5854,844,16,828,1.95,3,buy,2026-07-09
7/09,6147,中國信託,6160,84,635,-551,1.3,3,sell,2026-07-09
7/09,6147,國票-安和,003700370039005a,827,24,803,1.89,4,buy,2026-07-09
7/09,6147,群益金鼎-大安,0039003100380065,4,309,-305,0.72,4,sell,2026-07-09
7/09,6147,國票-敦北法人,0037003700390063,704,2,702,1.66,5,buy,2026-07-09
7/09,6147,玉山證券,8840,47,296,-249,0.59,5,sell,2026-07-09
7/09,6147,統一,5850,1005,378,627,1.48,6,buy,2026-07-09
7/09,6147,台新,0039004200300030,209,457,-248,0.59,6,sell,2026-07-09
7/09,6147,國泰-台中,8882,1259,657,602,1.42,7,buy,2026-07-09
7/09,6147,富邦證券,9600,2795,2991,-196,0.46,7,sell,2026-07-09
7/09,6147,元大證券,9800,4770,4172,598,1.41,8,buy,2026-07-09
7/09,6147,國泰-敦南,8888,643,834,-191,0.45,8,sell,2026-07-09
7/09,6147,港商野村,1560,545,0,545,1.29,9,buy,2026-07-09
7/09,6147,永豐金-屏東,0039004100360039,2,113,-111,0.26,9,sell,2026-07-09
7/09,6147,台新-永和,0039004200320042,498,43,455,1.07,10,buy,2026-07-09
7/09,6147,華南永昌-彰化,9363,10,114,-104,0.25,10,sell,2026-07-09
7/09,6147,群益金鼎,9100,514,185,329,0.78,11,buy,2026-07-09
7/09,6147,富邦-新竹,9647,29,130,-101,0.24,11,sell,2026-07-09
7/09,6147,富邦-桃園,9665,334,69,265,0.63,12,buy,2026-07-09
7/09,6147,凱基-站前,0039003200300046,157,253,-96,0.23,12,sell,2026-07-09
7/09,6147,美林,1440,396,153,243,0.57,13,buy,2026-07-09
7/09,6147,富邦-建國,9658,53,134,-81,0.19,13,sell,2026-07-09
7/09,6147,富邦-永和,9654,283,84,199,0.47,14,buy,2026-07-09
7/09,6147,美商高盛,1480,1053,1124,-71,0.17,14,sell,2026-07-09
7/09,6147,元大-中和,0039003800390065,217,34,183,0.43,15,buy,2026-07-09
7/09,6147,台灣摩根士丹利,1470,1552,1622,-70,0.17,15,sell,2026-07-09
7/09,2441,永豐金-匯立,0039004100380031,1859,0,1859,13.26,1,buy,2026-07-09
7/09,2441,宏遠證券,1260,4,157,-153,1.09,1,sell,2026-07-09
7/09,2441,元大證券,9800,2151,1512,639,4.56,2,buy,2026-07-09
7/09,2441,摩根大通,8440,259,375,-116,0.83,2,sell,2026-07-09
7/09,2441,台新-新營,0039004200310031,350,16,334,2.38,3,buy,2026-07-09
7/09,2441,凱基-台南,9211,52,118,-66,0.47,3,sell,2026-07-09
7/09,2441,美商高盛,1480,488,209,279,1.99,4,buy,2026-07-09
7/09,2441,富邦-仁愛,9676,5,67,-62,0.44,4,sell,2026-07-09
7/09,2441,凱基-台北,9268,1071,793,278,1.98,5,buy,2026-07-09
7/09,2441,富邦-新店,9661,23,81,-58,0.41,5,sell,2026-07-09
7/09,2441,港商野村,1560,236,0,236,1.68,6,buy,2026-07-09
7/09,2441,元大-文心興安,9854,18,74,-56,0.4,6,sell,2026-07-09
7/09,2441,台灣摩根士丹利,1470,673,515,158,1.13,7,buy,2026-07-09
7/09,2441,富邦-台北,9623,19,75,-56,0.4,7,sell,2026-07-09
7/09,2441,新加坡商瑞銀,1650,166,64,102,0.73,8,buy,2026-07-09
