date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
7/30,4938,花旗環球,1590,240,148,92,0.83,6,buy,2026-07-30
7/30,4938,凱基-東港,9212,0,241,-241,2.17,6,sell,2026-07-30
7/30,4938,香港上海匯豐,8960,89,0,89,0.8,7,buy,2026-07-30
7/30,4938,凱基-台北,9268,755,953,-198,1.78,7,sell,2026-07-30
7/30,4938,美林,1440,940,853,87,0.78,8,buy,2026-07-30
7/30,4938,港商麥格理,1360,0,189,-189,1.7,8,sell,2026-07-30
7/30,4938,光和-溪湖,6381,81,0,81,0.73,9,buy,2026-07-30
7/30,4938,富邦-和美,0039003600310050,8,118,-110,0.99,9,sell,2026-07-30
7/30,4938,台中銀,6110,78,10,68,0.61,10,buy,2026-07-30
7/30,4938,永豐金-永康,0039004100390063,3,94,-91,0.82,10,sell,2026-07-30
7/30,4938,富邦-板橋,9655,74,9,65,0.59,11,buy,2026-07-30
7/30,4938,元大證券,9800,789,878,-89,0.8,11,sell,2026-07-30
7/30,4938,元大-北府,0039003800300044,63,1,62,0.56,12,buy,2026-07-30
7/30,4938,元大-和平,9863,1,63,-62,0.56,12,sell,2026-07-30
7/30,4938,大和國泰,8890,58,0,58,0.52,13,buy,2026-07-30
7/30,4938,富邦證券,9600,44,102,-58,0.52,13,sell,2026-07-30
7/30,4938,新光,8560,57,9,48,0.43,14,buy,2026-07-30
7/30,4938,凱基-新店,0039003200300056,0,55,-55,0.5,14,sell,2026-07-30
7/30,4938,國泰-館前,0038003800380041,60,11,49,0.44,15,buy,2026-07-30
7/30,4938,元大-彰化,0039003800310047,1,56,-55,0.5,15,sell,2026-07-30
7/30,2845,美商高盛,1480,2880,236,2644,21.11,1,buy,2026-07-30
7/30,2845,新光,8560,10,1022,-1012,8.08,1,sell,2026-07-30
7/30,2845,台灣摩根士丹利,1470,2686,149,2537,20.25,2,buy,2026-07-30
7/30,2845,元大-板橋,0039003800390043,0,800,-800,6.39,2,sell,2026-07-30
7/30,2845,摩根大通,8440,1579,672,907,7.24,3,buy,2026-07-30
7/30,2845,元大-新店中正,0039003800340043,0,475,-475,3.79,3,sell,2026-07-30
7/30,2845,元大證券,9800,1366,495,871,6.95,4,buy,2026-07-30
7/30,2845,台新,0039004200300030,3,413,-410,3.27,4,sell,2026-07-30
7/30,2845,新加坡商瑞銀,1650,1109,302,807,6.44,5,buy,2026-07-30
7/30,2845,富邦-板橋,9655,0,409,-409,3.27,5,sell,2026-07-30
7/30,2845,凱基-台北,9268,1002,393,609,4.86,6,buy,2026-07-30
7/30,2845,凱基,9200,15,403,-388,3.1,6,sell,2026-07-30
7/30,2845,美林,1440,556,82,474,3.78,7,buy,2026-07-30
7/30,2845,國泰證券,8880,0,300,-300,2.4,7,sell,2026-07-30
7/30,2845,第一金,5380,338,0,338,2.7,8,buy,2026-07-30
7/30,2845,康和-台南,8458,0,250,-250,2.0,8,sell,2026-07-30
7/30,2845,花旗環球,1590,348,14,334,2.67,9,buy,2026-07-30
7/30,2845,亞東,2180,0,229,-229,1.83,9,sell,2026-07-30
7/30,2845,高橋-龍潭,5321,30,10,20,0.16,10,buy,2026-07-30
7/30,2845,台新-左楠,0039004200310064,10,239,-229,1.83,10,sell,2026-07-30
7/30,2845,兆豐-來福,0037003000300043,30,10,20,0.16,11,buy,2026-07-30
7/30,2845,國票-安和,003700370039005a,0,210,-210,1.68,11,sell,2026-07-30
7/30,2845,群益金鼎-大甲,0039003100380067,20,0,20,0.16,12,buy,2026-07-30
7/30,2845,元大-大里德芳,0039003800330057,0,200,-200,1.6,12,sell,2026-07-30
7/30,2845,台新-大昌,0039004200320044,10,0,10,0.08,13,buy,2026-07-30
7/30,2845,永豐金-大園,0039004100390038,0,170,-170,1.36,13,sell,2026-07-30
7/30,2845,元大-內湖民權,9867,10,1,9,0.07,14,buy,2026-07-30
7/30,2845,華南永昌,9300,0,163,-163,1.3,14,sell,2026-07-30
7/30,2845,凱基-汐止,9226,8,0,8,0.06,15,buy,2026-07-30
7/30,2845,元大-基隆孝二,003900380036004b,0,151,-151,1.21,15,sell,2026-07-30
7/30,3481,花旗環球,1590,6367,814,5553,1.09,1,buy,2026-07-30
7/30,3481,美商高盛,1480,11313,25193,-13880,2.72,1,sell,2026-07-30
7/30,3481,摩根大通,8440,7576,2537,5039,0.99,2,buy,2026-07-30
7/30,3481,凱基,9200,705,4773,-4068,0.8,2,sell,2026-07-30
7/30,3481,兆豐-板橋,0037003000300042,3483,75,3408,0.67,3,buy,2026-07-30
7/30,3481,國泰證券,8880,1037,4511,-3474,0.68,3,sell,2026-07-30
7/30,3481,國票-敦北法人,0037003700390063,3016,97,2919,0.57,4,buy,2026-07-30
7/30,3481,元大-大天母,9893,270,3444,-3174,0.62,4,sell,2026-07-30
7/30,3481,群益金鼎-西松,9136,2976,646,2330,0.46,5,buy,2026-07-30
7/30,3481,新加坡商瑞銀,1650,5615,8272,-2657,0.52,5,sell,2026-07-30
7/30,3481,港商野村,1560,9311,7145,2166,0.42,6,buy,2026-07-30
7/30,3481,凱基-桃園,9208,1039,3526,-2487,0.49,6,sell,2026-07-30
7/30,3481,統一,5850,2916,1212,1704,0.33,7,buy,2026-07-30
7/30,3481,台灣摩根士丹利,1470,21723,23635,-1912,0.37,7,sell,2026-07-30
7/30,3481,美林,1440,9159,7597,1562,0.31,8,buy,2026-07-30
7/30,3481,法銀巴黎,8900,582,1673,-1091,0.21,8,sell,2026-07-30
7/30,3481,台新,0039004200300030,4386,2905,1481,0.29,9,buy,2026-07-30
7/30,3481,群益金鼎,9100,4008,4951,-943,0.18,9,sell,2026-07-30
7/30,3481,華南永昌-大安,9307,1831,399,1432,0.28,10,buy,2026-07-30
7/30,3481,元大-台北,0039003800300068,2423,3250,-827,0.16,10,sell,2026-07-30
7/30,3481,凱基-城中,9227,3558,2490,1068,0.21,11,buy,2026-07-30
7/30,3481,永豐金-萬盛,0039004100390032,391,1085,-694,0.14,11,sell,2026-07-30
7/30,3481,富邦-南京,0039003600310043,1412,494,918,0.18,12,buy,2026-07-30
7/30,3481,康和,8450,189,812,-623,0.12,12,sell,2026-07-30
7/30,3481,凱基-台北,9268,44507,43599,908,0.18,13,buy,2026-07-30
7/30,3481,新光,8560,5158,5760,-602,0.12,13,sell,2026-07-30
7/30,3481,富邦-桃園,9665,1245,401,844,0.17,14,buy,2026-07-30
7/30,3481,華南永昌,9300,618,1203,-585,0.11,14,sell,2026-07-30
7/30,3481,臺銀,1040,1051,238,813,0.16,15,buy,2026-07-30
7/30,3481,第一金-路竹,0035003300380050,555,1129,-574,0.11,15,sell,2026-07-30
7/30,3576,摩根大通,8440,430,150,280,2.86,1,buy,2026-07-30
7/30,3576,美商高盛,1480,224,1880,-1656,16.9,1,sell,2026-07-30
7/30,3576,永豐金-台中,003900410039004c,221,11,210,2.14,2,buy,2026-07-30
7/30,3576,台灣摩根士丹利,1470,399,957,-558,5.69,2,sell,2026-07-30
7/30,3576,新光-高雄,8562,91,10,81,0.83,3,buy,2026-07-30
7/30,3576,凱基-台北,9268,308,718,-410,4.18,3,sell,2026-07-30
7/30,3576,臺銀-高雄,0031003000340043,72,5,67,0.68,4,buy,2026-07-30
7/30,3576,凱基-士林,9238,10,322,-312,3.18,4,sell,2026-07-30
7/30,3576,永豐金-桃盛,003900410039004e,70,4,66,0.67,5,buy,2026-07-30
7/30,3576,富邦-虎尾,9697,14,131,-117,1.19,5,sell,2026-07-30
7/30,3576,元大-沙鹿,0039003800300064,69,4,65,0.66,6,buy,2026-07-30
7/30,3576,元大-大統,003900380031007a,0,81,-81,0.83,6,sell,2026-07-30
7/30,3576,第一金-嘉義,003500330038004d,62,0,62,0.63,7,buy,2026-07-30
7/30,3576,玉山-城中,0038003800340045,2,71,-69,0.7,7,sell,2026-07-30
7/30,3576,元大證券,9800,704,644,60,0.61,8,buy,2026-07-30
7/30,3576,永豐金-高雄,0039004100390065,6,65,-59,0.6,8,sell,2026-07-30
7/30,3576,國票證券,7790,66,6,60,0.61,9,buy,2026-07-30
7/30,3576,富邦-新竹,9647,14,68,-54,0.55,9,sell,2026-07-30
7/30,3576,統一,5850,109,53,56,0.57,10,buy,2026-07-30
7/30,3576,元大-草屯,0039003800390045,10,60,-50,0.51,10,sell,2026-07-30
7/30,3576,統一-南京,0035003800350055,50,0,50,0.51,11,buy,2026-07-30
7/30,3576,元大-內湖,003900380039004e,3,52,-49,0.5,11,sell,2026-07-30
7/30,3576,台新-安南,003900420032005a,50,2,48,0.49,12,buy,2026-07-30
7/30,3576,新加坡商瑞銀,1650,0,48,-48,0.49,12,sell,2026-07-30
7/30,3576,國泰-桃園,8885,59,12,47,0.48,13,buy,2026-07-30
7/30,3576,元大-頭份,0039003800330055,5,49,-44,0.45,13,sell,2026-07-30
7/30,3576,富邦-公益,0039003600310046,57,11,46,0.47,14,buy,2026-07-30
7/30,3576,宏遠-光隆,0031003200360069,23,66,-43,0.44,14,sell,2026-07-30
7/30,3576,致和-崇德,0037003000330042,48,2,46,0.47,15,buy,2026-07-30
7/30,3576,永豐金-信義,0039004100390052,2,42,-40,0.41,15,sell,2026-07-30
7/30,1303,元大-土城永寧,9875,8068,1642,6426,4.59,1,buy,2026-07-30
7/30,1303,永豐金-匯立,0039004100380031,63,6153,-6090,4.35,1,sell,2026-07-30
7/30,1303,新加坡商瑞銀,1650,10237,6371,3866,2.76,2,buy,2026-07-30
7/30,1303,摩根大通,8440,3315,6725,-3410,2.43,2,sell,2026-07-30
7/30,1303,華南永昌,9300,2136,129,2007,1.43,3,buy,2026-07-30
7/30,1303,美商高盛,1480,7911,11048,-3137,2.24,3,sell,2026-07-30
7/30,1303,元大-松江,9801,1445,59,1386,0.99,4,buy,2026-07-30
7/30,1303,台灣摩根士丹利,1470,4139,6761,-2622,1.87,4,sell,2026-07-30
7/30,1303,元大證券,9800,18797,17744,1053,0.75,5,buy,2026-07-30
7/30,1303,大和國泰,8890,184,1366,-1182,0.84,5,sell,2026-07-30
7/30,1303,凱基-信義,9216,912,7,905,0.65,6,buy,2026-07-30
7/30,1303,港商野村,1560,345,1504,-1159,0.83,6,sell,2026-07-30
7/30,1303,統一,5850,1249,455,794,0.57,7,buy,2026-07-30
7/30,1303,美林,1440,2113,3210,-1097,0.78,7,sell,2026-07-30
7/30,1303,富邦證券,9600,7289,6580,709,0.51,8,buy,2026-07-30
7/30,1303,永豐金-虎尾,0039004100390062,42,1028,-986,0.7,8,sell,2026-07-30
7/30,1303,康和-台中,8455,891,203,688,0.49,9,buy,2026-07-30
7/30,1303,台新-草屯,0039004200320058,213,905,-692,0.49,9,sell,2026-07-30
7/30,1303,永豐金證券,0039004100300030,2672,2046,626,0.45,10,buy,2026-07-30
7/30,1303,凱基-台北,9268,7973,8473,-500,0.36,10,sell,2026-07-30
7/30,1303,元大-大天母,9893,479,29,450,0.32,11,buy,2026-07-30
7/30,1303,華南永昌-大安,9307,54,460,-406,0.29,11,sell,2026-07-30
7/30,1303,中國信託,6160,864,419,445,0.32,12,buy,2026-07-30
7/30,1303,元大-民生三民,0039003800390058,488,889,-401,0.29,12,sell,2026-07-30
7/30,1303,元大-士林,003900380031006a,449,42,407,0.29,13,buy,2026-07-30
7/30,1303,凱基-城中,9227,124,480,-356,0.25,13,sell,2026-07-30
7/30,1303,群益金鼎-內湖,0039003100380064,421,22,399,0.28,14,buy,2026-07-30
7/30,1303,兆豐-板橋,0037003000300042,74,322,-248,0.18,14,sell,2026-07-30
7/30,1303,花旗環球,1590,981,613,368,0.26,15,buy,2026-07-30
7/30,1303,國泰證券,8880,112,350,-238,0.17,15,sell,2026-07-30
7/30,2337,凱基-台北,9268,7687,4309,3378,3.57,1,buy,2026-07-30
7/30,2337,台灣摩根士丹利,1470,4299,10182,-5883,6.21,1,sell,2026-07-30
7/30,2337,美林,1440,3373,1780,1593,1.68,2,buy,2026-07-30
7/30,2337,摩根大通,8440,2130,7746,-5616,5.93,2,sell,2026-07-30
7/30,2337,富邦-台北,9623,7902,6567,1335,1.41,3,buy,2026-07-30
7/30,2337,港商麥格理,1360,0,2455,-2455,2.59,3,sell,2026-07-30
7/30,2337,凱基-中港,9202,1129,27,1102,1.16,4,buy,2026-07-30
7/30,2337,富邦-建國,9658,328,2061,-1733,1.83,4,sell,2026-07-30
7/30,2337,美商高盛,1480,4305,3268,1037,1.1,5,buy,2026-07-30
7/30,2337,新加坡商瑞銀,1650,1188,2087,-899,0.95,5,sell,2026-07-30
7/30,2337,新光,8560,855,452,403,0.43,6,buy,2026-07-30
7/30,2337,元大證券,9800,11408,12301,-893,0.94,6,sell,2026-07-30
7/30,2337,台新,0039004200300030,821,500,321,0.34,7,buy,2026-07-30
7/30,2337,台新-五權西,0039004200320035,47,658,-611,0.65,7,sell,2026-07-30
7/30,2337,港商野村,1560,951,659,292,0.31,8,buy,2026-07-30
7/30,2337,花旗環球,1590,278,660,-382,0.4,8,sell,2026-07-30
7/30,2337,群益金鼎-新竹,9186,237,11,226,0.24,9,buy,2026-07-30
7/30,2337,永豐金證券,0039004100300030,620,953,-333,0.35,9,sell,2026-07-30
7/30,2337,國票-安和,003700370039005a,302,89,213,0.22,10,buy,2026-07-30
7/30,2337,台新-成功,003900420032006d,25,234,-209,0.22,10,sell,2026-07-30
7/30,2337,富邦-南京,0039003600310043,301,93,208,0.22,11,buy,2026-07-30
7/30,2337,群益金鼎-大安,0039003100380065,43,188,-145,0.15,11,sell,2026-07-30
7/30,2337,亞東,2180,226,19,207,0.22,12,buy,2026-07-30
7/30,2337,兆豐-新莊,0037003000300077,37,178,-141,0.15,12,sell,2026-07-30
7/30,2337,台新-文心,003900420032007a,222,35,187,0.2,13,buy,2026-07-30
7/30,2337,統一-內湖,0035003800350062,25,162,-137,0.14,13,sell,2026-07-30
7/30,2337,元大-內湖,003900380039004e,227,43,184,0.19,14,buy,2026-07-30
7/30,2337,元大-館前,003900380034004b,29,144,-115,0.12,14,sell,2026-07-30
7/30,2337,永豐金-板新,003900410039004a,285,120,165,0.17,15,buy,2026-07-30
7/30,2337,元大-天母,0039003800310049,53,164,-111,0.12,15,sell,2026-07-30
7/30,1802,凱基-台北,9268,3124,2347,777,2.98,1,buy,2026-07-30
7/30,1802,元大-敦南,0039003800390050,17,3012,-2995,11.49,1,sell,2026-07-30
7/30,1802,摩根大通,8440,866,145,721,2.77,2,buy,2026-07-30
7/30,1802,台灣摩根士丹利,1470,1832,2269,-437,1.68,2,sell,2026-07-30
7/30,1802,美商高盛,1480,839,271,568,2.18,3,buy,2026-07-30
7/30,1802,台新-世貿,0039004200320075,24,106,-82,0.31,3,sell,2026-07-30
7/30,1802,美林,1440,437,178,259,0.99,4,buy,2026-07-30
7/30,1802,中國信託,6160,51,126,-75,0.29,4,sell,2026-07-30
7/30,1802,凱基,9200,214,29,185,0.71,5,buy,2026-07-30
7/30,1802,中國信託-嘉義,6168,40,92,-52,0.2,5,sell,2026-07-30
7/30,1802,元大證券,9800,2600,2422,178,0.68,6,buy,2026-07-30
7/30,1802,法銀巴黎,8900,48,99,-51,0.2,6,sell,2026-07-30
7/30,1802,群益金鼎-西松,9136,117,1,116,0.44,7,buy,2026-07-30
7/30,1802,華南永昌,9300,31,81,-50,0.19,7,sell,2026-07-30
7/30,1802,新加坡商瑞銀,1650,769,655,114,0.44,8,buy,2026-07-30
7/30,1802,台新-板橋,0039004200320062,18,68,-50,0.19,8,sell,2026-07-30
7/30,1802,花旗環球,1590,157,60,97,0.37,9,buy,2026-07-30
7/30,1802,安泰,8380,4,53,-49,0.19,9,sell,2026-07-30
7/30,1802,群益金鼎,9100,334,262,72,0.28,10,buy,2026-07-30
7/30,1802,玉山-高雄,8843,49,98,-49,0.19,10,sell,2026-07-30
7/30,1802,群益金鼎-大甲,0039003100380067,71,6,65,0.25,11,buy,2026-07-30
7/30,1802,香港上海匯豐,8960,0,46,-46,0.18,11,sell,2026-07-30
7/30,1802,台新-安南,003900420032005a,77,22,55,0.21,12,buy,2026-07-30
7/30,1802,群益金鼎-館前,0039003100330059,12,58,-46,0.18,12,sell,2026-07-30
7/30,1802,玉山證券,8840,68,15,53,0.2,13,buy,2026-07-30
7/30,1802,宏遠-台南,0031003200360044,10,52,-42,0.16,13,sell,2026-07-30
7/30,1802,凱基-三重,9205,62,10,52,0.2,14,buy,2026-07-30
7/30,1802,第一金-自由,0035003300380045,28,69,-41,0.16,14,sell,2026-07-30
7/30,1802,港商野村,1560,50,8,42,0.16,15,buy,2026-07-30
7/30,1802,(牛牛牛)亞-網路,6012,14,54,-40,0.15,15,sell,2026-07-30
7/30,2449,國泰證券,8880,3055,686,2369,6.28,1,buy,2026-07-30
7/30,2449,新加坡商瑞銀,1650,1713,3468,-1755,4.65,1,sell,2026-07-30
7/30,2449,美商高盛,1480,3371,1844,1527,4.05,2,buy,2026-07-30
7/30,2449,港商麥格理,1360,2032,3556,-1524,4.04,2,sell,2026-07-30
7/30,2449,凱基-台北,9268,3881,2594,1287,3.41,3,buy,2026-07-30
7/30,2449,群益金鼎,9100,244,1182,-938,2.49,3,sell,2026-07-30
7/30,2449,永豐金證券,0039004100300030,1128,485,643,1.71,4,buy,2026-07-30
7/30,2449,花旗環球,1590,233,946,-713,1.89,4,sell,2026-07-30
7/30,2449,台灣摩根士丹利,1470,3514,2875,639,1.69,5,buy,2026-07-30
7/30,2449,大和國泰,8890,0,591,-591,1.57,5,sell,2026-07-30
7/30,2449,元大-豐原站前,0039003800390057,164,6,158,0.42,6,buy,2026-07-30
7/30,2449,元大證券,9800,3598,4042,-444,1.18,6,sell,2026-07-30
7/30,2449,凱基-新莊,0039003200310053,102,21,81,0.21,7,buy,2026-07-30
7/30,2449,第一金,5380,57,470,-413,1.1,7,sell,2026-07-30
7/30,2449,群益金鼎-開元,9134,91,13,78,0.21,8,buy,2026-07-30
7/30,2449,華南永昌,9300,33,332,-299,0.79,8,sell,2026-07-30
7/30,2449,統一,5850,226,148,78,0.21,9,buy,2026-07-30
7/30,2449,合庫證券,1020,8,279,-271,0.72,9,sell,2026-07-30
7/30,2449,國票-安和,003700370039005a,74,7,67,0.18,10,buy,2026-07-30
7/30,2449,台灣企銀,1110,0,208,-208,0.55,10,sell,2026-07-30
7/30,2449,國泰-松江,8883,70,9,61,0.16,11,buy,2026-07-30
7/30,2449,香港上海匯豐,8960,1,204,-203,0.54,11,sell,2026-07-30
7/30,2449,新光,8560,245,187,58,0.15,12,buy,2026-07-30
7/30,2449,臺銀,1040,13,194,-181,0.48,12,sell,2026-07-30
7/30,2449,富邦證券,9600,440,390,50,0.13,13,buy,2026-07-30
7/30,2449,摩根大通,8440,1074,1252,-178,0.47,13,sell,2026-07-30
7/30,2449,元大-員林,9889,63,20,43,0.11,14,buy,2026-07-30
7/30,2449,凱基,9200,228,368,-140,0.37,14,sell,2026-07-30
7/30,2449,國泰-敦南,8888,624,587,37,0.1,15,buy,2026-07-30
7/30,2449,港商野村,1560,528,659,-131,0.35,15,sell,2026-07-30
7/30,2408,元大-松江,9801,2306,99,2207,1.84,1,buy,2026-07-30
7/30,2408,元大證券,9800,12380,13496,-1116,0.93,1,sell,2026-07-30
7/30,2408,凱基-城中,9227,4487,2442,2045,1.7,2,buy,2026-07-30
7/30,2408,摩根大通,8440,1341,2245,-904,0.75,2,sell,2026-07-30
7/30,2408,台灣摩根士丹利,1470,11808,10257,1551,1.29,3,buy,2026-07-30
7/30,2408,花旗環球,1590,502,1267,-765,0.64,3,sell,2026-07-30
7/30,2408,第一金-自由,0035003300380045,936,99,837,0.7,4,buy,2026-07-30
7/30,2408,華南永昌-南京,9326,212,764,-552,0.46,4,sell,2026-07-30
7/30,2408,國泰證券,8880,949,157,792,0.66,5,buy,2026-07-30
7/30,2408,兆豐-民生,0037003000300063,11,462,-451,0.38,5,sell,2026-07-30
7/30,2408,港商野村,1560,1135,453,682,0.57,6,buy,2026-07-30
7/30,2408,美商高盛,1480,2264,2701,-437,0.36,6,sell,2026-07-30
7/30,2408,永豐金證券,0039004100300030,3289,2727,562,0.47,7,buy,2026-07-30
7/30,2408,國泰-桃園,8885,334,745,-411,0.34,7,sell,2026-07-30
7/30,2408,群益金鼎,9100,2118,1580,538,0.45,8,buy,2026-07-30
7/30,2408,國泰-敦南,8888,3532,3894,-362,0.3,8,sell,2026-07-30
7/30,2408,新加坡商瑞銀,1650,2828,2301,527,0.44,9,buy,2026-07-30
7/30,2408,兆豐-嘉義,7001,33,327,-294,0.24,9,sell,2026-07-30
7/30,2408,統一-新台中,0035003800350044,615,123,492,0.41,10,buy,2026-07-30
7/30,2408,凱基-高美館,9215,124,401,-277,0.23,10,sell,2026-07-30
7/30,2408,美林,1440,1926,1602,324,0.27,11,buy,2026-07-30
7/30,2408,台新-台北,0039004200320030,44,283,-239,0.2,11,sell,2026-07-30
7/30,2408,玉山證券,8840,799,529,270,0.22,12,buy,2026-07-30
7/30,2408,新光,8560,881,1114,-233,0.19,12,sell,2026-07-30
7/30,2408,康和,8450,242,31,211,0.18,13,buy,2026-07-30
7/30,2408,永豐金-南京,0039004100390053,120,335,-215,0.18,13,sell,2026-07-30
7/30,2408,凱基-台北,9268,5929,5725,204,0.17,14,buy,2026-07-30
7/30,2408,富邦-公益,0039003600310046,87,298,-211,0.18,14,sell,2026-07-30
7/30,2408,國票-敦北法人,0037003700390063,184,45,139,0.12,15,buy,2026-07-30
7/30,2408,元大-林森,0039003800330042,82,282,-200,0.17,15,sell,2026-07-30
7/30,1714,凱基-台北,9268,1328,734,594,4.31,1,buy,2026-07-30
7/30,1714,台灣摩根士丹利,1470,365,1277,-912,6.61,1,sell,2026-07-30
7/30,1714,元大-鹿港,0039003800390053,288,4,284,2.06,2,buy,2026-07-30
7/30,1714,美商高盛,1480,563,1356,-793,5.75,2,sell,2026-07-30
7/30,1714,台新-中壢,0039004200310079,200,0,200,1.45,3,buy,2026-07-30
7/30,1714,台新-五權西,0039004200320035,12,528,-516,3.74,3,sell,2026-07-30
7/30,1714,台新-永和,0039004200320042,250,50,200,1.45,4,buy,2026-07-30
7/30,1714,台新-屏東,003900420031006e,53,331,-278,2.02,4,sell,2026-07-30
7/30,1714,新光,8560,235,73,162,1.17,5,buy,2026-07-30
7/30,1714,富邦-新店,9661,15,181,-166,1.2,5,sell,2026-07-30
7/30,1714,國票-台中,0037003700390076,142,0,142,1.03,6,buy,2026-07-30
7/30,1714,兆豐-竹北,7007,0,130,-130,0.94,6,sell,2026-07-30
7/30,1714,富邦-左營,0039003600360046,111,0,111,0.8,7,buy,2026-07-30
7/30,1714,富邦-永康,003900360031005a,0,120,-120,0.87,7,sell,2026-07-30
7/30,1714,華南永昌-忠孝,9325,110,0,110,0.8,8,buy,2026-07-30
7/30,1714,群益金鼎-館前,0039003100330059,0,120,-120,0.87,8,sell,2026-07-30
7/30,1714,元大-北港,9837,118,11,107,0.78,9,buy,2026-07-30
7/30,1714,元大-彰化,0039003800310047,12,122,-110,0.8,9,sell,2026-07-30
7/30,1714,富邦-南港,0039003600320041,100,0,100,0.73,10,buy,2026-07-30
7/30,1714,永豐金-市政,0039004100390057,10,112,-102,0.74,10,sell,2026-07-30
7/30,1714,凱基-桃園,9208,89,0,89,0.65,11,buy,2026-07-30
7/30,1714,富邦-竹科,0039003600320043,13,113,-100,0.73,11,sell,2026-07-30
7/30,1714,凱基-高美館,9215,83,3,80,0.58,12,buy,2026-07-30
7/30,1714,元大-歸仁,0039003800310061,7,101,-94,0.68,12,sell,2026-07-30
7/30,1714,康和-嘉義,8459,100,21,79,0.57,13,buy,2026-07-30
7/30,1714,群益金鼎-嘉義,003900310038004d,1,86,-85,0.62,13,sell,2026-07-30
7/30,1714,國泰-館前,0038003800380041,95,16,79,0.57,14,buy,2026-07-30
7/30,1714,兆豐-北高雄,0037003000300049,1,84,-83,0.6,14,sell,2026-07-30
7/30,1714,台中銀-高雄,6116,75,0,75,0.54,15,buy,2026-07-30
7/30,1714,台新-城中,0039004200320045,71,152,-81,0.59,15,sell,2026-07-30
7/30,2880,元大證券,9800,5656,573,5083,16.68,1,buy,2026-07-30
7/30,2880,台灣摩根士丹利,1470,551,5883,-5332,17.5,1,sell,2026-07-30
7/30,2880,花旗環球,1590,3675,657,3018,9.9,2,buy,2026-07-30
7/30,2880,美商高盛,1480,1109,3118,-2009,6.59,2,sell,2026-07-30
7/30,2880,土銀,1030,2889,2,2887,9.47,3,buy,2026-07-30
7/30,2880,統一,5850,255,1853,-1598,5.24,3,sell,2026-07-30
7/30,2880,永豐金證券,0039004100300030,1531,20,1511,4.96,4,buy,2026-07-30
7/30,2880,兆豐證券,7000,0,1010,-1010,3.31,4,sell,2026-07-30
7/30,2880,美林,1440,3012,1752,1260,4.13,5,buy,2026-07-30
7/30,2880,凱基-台北,9268,1865,2627,-762,2.5,5,sell,2026-07-30
7/30,2880,摩根大通,8440,3137,2158,979,3.21,6,buy,2026-07-30
7/30,2880,福邦證券,6480,0,393,-393,1.29,6,sell,2026-07-30
7/30,2880,新加坡商瑞銀,1650,1376,961,415,1.36,7,buy,2026-07-30
7/30,2880,元大-北屯,0039003800390064,1,223,-222,0.73,7,sell,2026-07-30
7/30,2880,國泰證券,8880,310,0,310,1.02,8,buy,2026-07-30
7/30,2880,凱基-桃園,9208,2,146,-144,0.47,8,sell,2026-07-30
7/30,2880,富隆證券,5110,310,0,310,1.02,9,buy,2026-07-30
7/30,2880,富邦證券,9600,858,1001,-143,0.47,9,sell,2026-07-30
7/30,2880,第一金,5380,219,0,219,0.72,10,buy,2026-07-30
7/30,2880,華南永昌-高雄,9303,2,145,-143,0.47,10,sell,2026-07-30
7/30,2880,凱基-中壢,9285,204,6,198,0.65,11,buy,2026-07-30
7/30,2880,永豐金-台南,0039004100390068,23,159,-136,0.45,11,sell,2026-07-30
7/30,2880,港商野村,1560,287,95,192,0.63,12,buy,2026-07-30
7/30,2880,國票-九鼎,0037003700390050,2,138,-136,0.45,12,sell,2026-07-30
7/30,2880,香港上海匯豐,8960,111,0,111,0.36,13,buy,2026-07-30
7/30,2880,華南永昌-中正,9359,13,127,-114,0.37,13,sell,2026-07-30
7/30,2880,元大-文心興安,9854,105,4,101,0.33,14,buy,2026-07-30
7/30,2880,元大-文心,9868,1,114,-113,0.37,14,sell,2026-07-30
7/30,2880,凱基,9200,130,44,86,0.28,15,buy,2026-07-30
7/30,2880,新光,8560,30,139,-109,0.36,15,sell,2026-07-30
7/30,1314,宏遠-館前,0031003200360055,602,0,602,2.37,1,buy,2026-07-30
7/30,1314,美林,1440,952,4135,-3183,12.54,1,sell,2026-07-30
7/30,1314,台新,0039004200300030,587,8,579,2.28,2,buy,2026-07-30
7/30,1314,凱基-台北,9268,1897,3199,-1302,5.13,2,sell,2026-07-30
7/30,1314,凱基-站前,0039003200300046,453,20,433,1.71,3,buy,2026-07-30
7/30,1314,台灣摩根士丹利,1470,681,1823,-1142,4.5,3,sell,2026-07-30
7/30,1314,凱基-五股,0039003200310047,311,0,311,1.23,4,buy,2026-07-30
7/30,1314,摩根大通,8440,443,1557,-1114,4.39,4,sell,2026-07-30
7/30,1314,兆豐-大同,0037003000300053,200,0,200,0.79,5,buy,2026-07-30
7/30,1314,美商高盛,1480,459,1536,-1077,4.24,5,sell,2026-07-30
7/30,1314,元大-金華,9878,202,10,192,0.76,6,buy,2026-07-30
7/30,1314,港商野村,1560,221,706,-485,1.91,6,sell,2026-07-30
7/30,1314,國泰-台中,8882,271,91,180,0.71,7,buy,2026-07-30
7/30,1314,新加坡商瑞銀,1650,424,871,-447,1.76,7,sell,2026-07-30
7/30,1314,合庫-台中,1021,191,11,180,0.71,8,buy,2026-07-30
7/30,1314,華南永昌-竹北,9339,4,302,-298,1.17,8,sell,2026-07-30
